features,accuracy,true_negative,false_positive,false_negative,true_positive,Cost
"['feature_1', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_520']",0.821428571,315,51,19,7,1080
"['feature_1', 'feature_122', 'feature_131', 'feature_248', 'feature_478', 'feature_520']",0.823979592,315,51,18,8,1050
"['feature_1', 'feature_122', 'feature_131', 'feature_342', 'feature_478', 'feature_520']",0.829081633,319,47,20,6,1070
"['feature_1', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.823979592,313,53,16,10,1010
"['feature_1', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.829081633,313,53,14,12,950
"['feature_1', 'feature_122', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.816326531,310,56,16,10,1040
"['feature_1', 'feature_122', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.808673469,309,57,18,8,1110
"['feature_1', 'feature_122', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.81122449,308,58,16,10,1060
"['feature_1', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.790816327,301,65,17,9,1160
"['feature_1', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.793367347,301,65,16,10,1130
"['feature_1', 'feature_131', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.788265306,299,67,16,10,1150
"['feature_1', 'feature_131', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.788265306,300,66,17,9,1170
"['feature_1', 'feature_131', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.785714286,298,68,16,10,1160
"['feature_1', 'feature_206', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.772959184,295,71,18,8,1250
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206']",0.880102041,337,29,18,8,830
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_248']",0.87755102,336,30,18,8,840
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_342']",0.869897959,333,33,18,8,870
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_478']",0.869897959,333,33,18,8,870
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_520']",0.862244898,330,36,18,8,900
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_248']",0.864795918,333,33,20,6,930
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_342']",0.880102041,339,27,20,6,870
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_478']",0.87755102,339,27,21,5,900
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_520']",0.859693878,328,38,17,9,890
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_248', 'feature_342']",0.859693878,332,34,21,5,970
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_248', 'feature_478']",0.859693878,331,35,20,6,950
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_248', 'feature_520']",0.869897959,331,35,16,10,830
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_342', 'feature_478']",0.869897959,336,30,21,5,930
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_342', 'feature_520']",0.87244898,334,32,18,8,860
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_478', 'feature_520']",0.841836735,324,42,20,6,1020
"['feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_248']",0.852040816,328,38,20,6,980
"['feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_342']",0.867346939,333,33,19,7,900
"['feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_478']",0.857142857,329,37,19,7,940
"['feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_520']",0.849489796,325,41,18,8,950
"['feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_248', 'feature_342']",0.852040816,327,39,19,7,960
"['feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_248', 'feature_478']",0.849489796,326,40,19,7,970
"['feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_248', 'feature_520']",0.849489796,322,44,15,11,890
"['feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_342', 'feature_478']",0.875,335,31,18,8,850
"['feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_342', 'feature_520']",0.875,333,33,16,10,810
"['feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_478', 'feature_520']",0.852040816,324,42,16,10,900
"['feature_20', 'feature_34', 'feature_60', 'feature_206', 'feature_248', 'feature_342']",0.852040816,326,40,18,8,940
"['feature_20', 'feature_34', 'feature_60', 'feature_206', 'feature_248', 'feature_478']",0.834183673,319,47,18,8,1010
"['feature_20', 'feature_34', 'feature_60', 'feature_206', 'feature_248', 'feature_520']",0.834183673,317,49,16,10,970
"['feature_20', 'feature_34', 'feature_60', 'feature_206', 'feature_342', 'feature_478']",0.852040816,325,41,17,9,920
"['feature_20', 'feature_34', 'feature_60', 'feature_206', 'feature_342', 'feature_520']",0.839285714,321,45,18,8,990
"['feature_20', 'feature_34', 'feature_60', 'feature_206', 'feature_478', 'feature_520']",0.836734694,320,46,18,8,1000
"['feature_20', 'feature_34', 'feature_60', 'feature_248', 'feature_342', 'feature_478']",0.859693878,328,38,17,9,890
"['feature_20', 'feature_34', 'feature_60', 'feature_248', 'feature_342', 'feature_520']",0.867346939,332,34,18,8,880
"['feature_20', 'feature_34', 'feature_60', 'feature_248', 'feature_478', 'feature_520']",0.829081633,317,49,18,8,1030
"['feature_20', 'feature_34', 'feature_60', 'feature_342', 'feature_478', 'feature_520']",0.849489796,323,43,16,10,910
"['feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_248']",0.852040816,326,40,18,8,940
"['feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_342']",0.852040816,327,39,19,7,960
"['feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_478']",0.836734694,323,43,21,5,1060
"['feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_520']",0.844387755,323,43,18,8,970
"['feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_248', 'feature_342']",0.831632653,320,46,20,6,1060
"['feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_248', 'feature_478']",0.846938776,326,40,20,6,1000
"['feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_248', 'feature_520']",0.862244898,331,35,19,7,920
"['feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_342', 'feature_478']",0.857142857,329,37,19,7,940
"['feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_342', 'feature_520']",0.823979592,315,51,18,8,1050
"['feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_478', 'feature_520']",0.834183673,319,47,18,8,1010
"['feature_20', 'feature_34', 'feature_122', 'feature_206', 'feature_248', 'feature_342']",0.867346939,331,35,17,9,860
"['feature_20', 'feature_34', 'feature_122', 'feature_206', 'feature_248', 'feature_478']",0.839285714,322,44,19,7,1010
"['feature_20', 'feature_34', 'feature_122', 'feature_206', 'feature_248', 'feature_520']",0.826530612,315,51,17,9,1020
"['feature_20', 'feature_34', 'feature_122', 'feature_206', 'feature_342', 'feature_478']",0.841836735,325,41,21,5,1040
"['feature_20', 'feature_34', 'feature_122', 'feature_206', 'feature_342', 'feature_520']",0.823979592,316,50,19,7,1070
"['feature_20', 'feature_34', 'feature_122', 'feature_206', 'feature_478', 'feature_520']",0.844387755,323,43,18,8,970
"['feature_20', 'feature_34', 'feature_122', 'feature_248', 'feature_342', 'feature_478']",0.839285714,321,45,18,8,990
"['feature_20', 'feature_34', 'feature_122', 'feature_248', 'feature_342', 'feature_520']",0.81377551,310,56,17,9,1070
"['feature_20', 'feature_34', 'feature_122', 'feature_248', 'feature_478', 'feature_520']",0.836734694,317,49,15,11,940
"['feature_20', 'feature_34', 'feature_122', 'feature_342', 'feature_478', 'feature_520']",0.816326531,310,56,16,10,1040
"['feature_20', 'feature_34', 'feature_131', 'feature_206', 'feature_248', 'feature_342']",0.841836735,322,44,18,8,980
"['feature_20', 'feature_34', 'feature_131', 'feature_206', 'feature_248', 'feature_478']",0.846938776,324,42,18,8,960
"['feature_20', 'feature_34', 'feature_131', 'feature_206', 'feature_248', 'feature_520']",0.831632653,317,49,17,9,1000
"['feature_20', 'feature_34', 'feature_131', 'feature_206', 'feature_342', 'feature_478']",0.846938776,326,40,20,6,1000
"['feature_20', 'feature_34', 'feature_131', 'feature_206', 'feature_342', 'feature_520']",0.831632653,317,49,17,9,1000
"['feature_20', 'feature_34', 'feature_131', 'feature_206', 'feature_478', 'feature_520']",0.823979592,315,51,18,8,1050
"['feature_20', 'feature_34', 'feature_131', 'feature_248', 'feature_342', 'feature_478']",0.849489796,326,40,19,7,970
"['feature_20', 'feature_34', 'feature_131', 'feature_248', 'feature_342', 'feature_520']",0.826530612,315,51,17,9,1020
"['feature_20', 'feature_34', 'feature_131', 'feature_248', 'feature_478', 'feature_520']",0.826530612,317,49,19,7,1060
"['feature_20', 'feature_34', 'feature_131', 'feature_342', 'feature_478', 'feature_520']",0.821428571,314,52,18,8,1060
"['feature_20', 'feature_34', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.859693878,328,38,17,9,890
"['feature_20', 'feature_34', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.846938776,323,43,17,9,940
"['feature_20', 'feature_34', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.823979592,313,53,16,10,1010
"['feature_20', 'feature_34', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.849489796,321,45,14,12,870
"['feature_20', 'feature_34', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.829081633,317,49,18,8,1030
"['feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248']",0.844387755,326,40,21,5,1030
"['feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_342']",0.846938776,325,41,19,7,980
"['feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_478']",0.836734694,323,43,21,5,1060
"['feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_520']",0.831632653,320,46,20,6,1060
"['feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_342']",0.841836735,326,40,22,4,1060
"['feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_478']",0.841836735,325,41,21,5,1040
"['feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_520']",0.829081633,316,50,17,9,1010
"['feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_342', 'feature_478']",0.859693878,330,36,19,7,930
"['feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_342', 'feature_520']",0.849489796,325,41,18,8,950
"['feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_478', 'feature_520']",0.841836735,321,45,17,9,960
"['feature_20', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_342']",0.864795918,335,31,22,4,970
"['feature_20', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_478']",0.839285714,325,41,22,4,1070
"['feature_20', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_520']",0.831632653,321,45,21,5,1080
"['feature_20', 'feature_60', 'feature_122', 'feature_206', 'feature_342', 'feature_478']",0.844387755,327,39,22,4,1050
"['feature_20', 'feature_60', 'feature_122', 'feature_206', 'feature_342', 'feature_520']",0.829081633,321,45,22,4,1110
"['feature_20', 'feature_60', 'feature_122', 'feature_206', 'feature_478', 'feature_520']",0.829081633,319,47,20,6,1070
"['feature_20', 'feature_60', 'feature_122', 'feature_248', 'feature_342', 'feature_478']",0.864795918,335,31,22,4,970
"['feature_20', 'feature_60', 'feature_122', 'feature_248', 'feature_342', 'feature_520']",0.836734694,323,43,21,5,1060
"['feature_20', 'feature_60', 'feature_122', 'feature_248', 'feature_478', 'feature_520']",0.821428571,317,49,21,5,1120
"['feature_20', 'feature_60', 'feature_122', 'feature_342', 'feature_478', 'feature_520']",0.829081633,321,45,22,4,1110
"['feature_20', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_342']",0.849489796,328,38,21,5,1010
"['feature_20', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_478']",0.836734694,321,45,19,7,1020
"['feature_20', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_520']",0.829081633,319,47,20,6,1070
"['feature_20', 'feature_60', 'feature_131', 'feature_206', 'feature_342', 'feature_478']",0.846938776,324,42,18,8,960
"['feature_20', 'feature_60', 'feature_131', 'feature_206', 'feature_342', 'feature_520']",0.844387755,325,41,20,6,1010
"['feature_20', 'feature_60', 'feature_131', 'feature_206', 'feature_478', 'feature_520']",0.839285714,323,43,20,6,1030
"['feature_20', 'feature_60', 'feature_131', 'feature_248', 'feature_342', 'feature_478']",0.839285714,323,43,20,6,1030
"['feature_20', 'feature_60', 'feature_131', 'feature_248', 'feature_342', 'feature_520']",0.846938776,326,40,20,6,1000
"['feature_20', 'feature_60', 'feature_131', 'feature_248', 'feature_478', 'feature_520']",0.826530612,318,48,20,6,1080
"['feature_20', 'feature_60', 'feature_131', 'feature_342', 'feature_478', 'feature_520']",0.844387755,324,42,19,7,990
"['feature_20', 'feature_60', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.857142857,330,36,20,6,960
"['feature_20', 'feature_60', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.841836735,323,43,19,7,1000
"['feature_20', 'feature_60', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.834183673,321,45,20,6,1050
"['feature_20', 'feature_60', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.841836735,323,43,19,7,1000
"['feature_20', 'feature_60', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.821428571,315,51,19,7,1080
"['feature_20', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_342']",0.836734694,323,43,21,5,1060
"['feature_20', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_478']",0.846938776,326,40,20,6,1000
"['feature_20', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_520']",0.836734694,320,46,18,8,1000
"['feature_20', 'feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_478']",0.839285714,324,42,21,5,1050
"['feature_20', 'feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_520']",0.818877551,314,52,19,7,1090
"['feature_20', 'feature_122', 'feature_131', 'feature_206', 'feature_478', 'feature_520']",0.821428571,315,51,19,7,1080
"['feature_20', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_478']",0.81377551,314,52,21,5,1150
"['feature_20', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_520']",0.821428571,314,52,18,8,1060
"['feature_20', 'feature_122', 'feature_131', 'feature_248', 'feature_478', 'feature_520']",0.829081633,317,49,18,8,1030
"['feature_20', 'feature_122', 'feature_131', 'feature_342', 'feature_478', 'feature_520']",0.81122449,311,55,19,7,1120
"['feature_20', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.839285714,322,44,19,7,1010
"['feature_20', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.816326531,312,54,18,8,1080
"['feature_20', 'feature_122', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.801020408,306,60,18,8,1140
"['feature_20', 'feature_122', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.81377551,312,54,19,7,1110
"['feature_20', 'feature_122', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.793367347,303,63,18,8,1170
"['feature_20', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.81122449,310,56,18,8,1100
"['feature_20', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.816326531,312,54,18,8,1080
"['feature_20', 'feature_131', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.829081633,317,49,18,8,1030
"['feature_20', 'feature_131', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.823979592,314,52,17,9,1030
"['feature_20', 'feature_131', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.801020408,305,61,17,9,1120
"['feature_20', 'feature_206', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.806122449,307,59,17,9,1100
"['feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248']",0.852040816,326,40,18,8,940
"['feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_342']",0.867346939,332,34,18,8,880
"['feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_478']",0.844387755,324,42,19,7,990
"['feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_520']",0.846938776,322,44,16,10,920
"['feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_342']",0.844387755,324,42,19,7,990
"['feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_478']",0.849489796,325,41,18,8,950
"['feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_520']",0.854591837,323,43,14,12,850
"['feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_342', 'feature_478']",0.857142857,328,38,18,8,920
"['feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_342', 'feature_520']",0.875,333,33,16,10,810
"['feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_478', 'feature_520']",0.836734694,318,48,16,10,960
"['feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_342']",0.862244898,332,34,20,6,940
"['feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_478']",0.849489796,325,41,18,8,950
"['feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_520']",0.831632653,317,49,17,9,1000
"['feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_342', 'feature_478']",0.844387755,325,41,20,6,1010
"['feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_342', 'feature_520']",0.852040816,324,42,16,10,900
"['feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_478', 'feature_520']",0.826530612,316,50,18,8,1040
"['feature_34', 'feature_60', 'feature_122', 'feature_248', 'feature_342', 'feature_478']",0.852040816,328,38,20,6,980
"['feature_34', 'feature_60', 'feature_122', 'feature_248', 'feature_342', 'feature_520']",0.867346939,331,35,17,9,860
"['feature_34', 'feature_60', 'feature_122', 'feature_248', 'feature_478', 'feature_520']",0.846938776,323,43,17,9,940
"['feature_34', 'feature_60', 'feature_122', 'feature_342', 'feature_478', 'feature_520']",0.867346939,330,36,16,10,840
"['feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_342']",0.836734694,322,44,20,6,1040
"['feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_478']",0.826530612,317,49,19,7,1060
"['feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_520']",0.834183673,319,47,18,8,1010
"['feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_342', 'feature_478']",0.844387755,325,41,20,6,1010
"['feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_342', 'feature_520']",0.826530612,316,50,18,8,1040
"['feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_478', 'feature_520']",0.831632653,317,49,17,9,1000
"['feature_34', 'feature_60', 'feature_131', 'feature_248', 'feature_342', 'feature_478']",0.852040816,326,40,18,8,940
"['feature_34', 'feature_60', 'feature_131', 'feature_248', 'feature_342', 'feature_520']",0.854591837,327,39,18,8,930
"['feature_34', 'feature_60', 'feature_131', 'feature_248', 'feature_478', 'feature_520']",0.844387755,322,44,17,9,950
"['feature_34', 'feature_60', 'feature_131', 'feature_342', 'feature_478', 'feature_520']",0.839285714,320,46,17,9,970
"['feature_34', 'feature_60', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.81122449,312,54,20,6,1140
"['feature_34', 'feature_60', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.823979592,316,50,19,7,1070
"['feature_34', 'feature_60', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.823979592,317,49,20,6,1090
"['feature_34', 'feature_60', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.831632653,318,48,18,8,1020
"['feature_34', 'feature_60', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.826530612,316,50,18,8,1040
"['feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_342']",0.859693878,330,36,19,7,930
"['feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_478']",0.857142857,330,36,20,6,960
"['feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_520']",0.864795918,327,39,14,12,810
"['feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_478']",0.864795918,332,34,19,7,910
"['feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_520']",0.854591837,324,42,15,11,870
"['feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_478', 'feature_520']",0.864795918,330,36,17,9,870
"['feature_34', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_478']",0.849489796,326,40,19,7,970
"['feature_34', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_520']",0.854591837,323,43,14,12,850
"['feature_34', 'feature_122', 'feature_131', 'feature_248', 'feature_478', 'feature_520']",0.867346939,328,38,14,12,800
"['feature_34', 'feature_122', 'feature_131', 'feature_342', 'feature_478', 'feature_520']",0.857142857,325,41,15,11,860
"['feature_34', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.880102041,339,27,20,6,870
"['feature_34', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.846938776,322,44,16,10,920
"['feature_34', 'feature_122', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.849489796,323,43,16,10,910
"['feature_34', 'feature_122', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.844387755,322,44,17,9,950
"['feature_34', 'feature_122', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.831632653,316,50,16,10,980
"['feature_34', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.867346939,330,36,16,10,840
"['feature_34', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.821428571,313,53,17,9,1040
"['feature_34', 'feature_131', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.826530612,315,51,17,9,1020
"['feature_34', 'feature_131', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.839285714,319,47,16,10,950
"['feature_34', 'feature_131', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.826530612,315,51,17,9,1020
"['feature_34', 'feature_206', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.829081633,314,52,15,11,970
"['feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_342']",0.844387755,325,41,20,6,1010
"['feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_478']",0.821428571,316,50,20,6,1100
"['feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_520']",0.841836735,324,42,20,6,1020
"['feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_478']",0.839285714,323,43,20,6,1030
"['feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_520']",0.834183673,319,47,18,8,1010
"['feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_478', 'feature_520']",0.852040816,326,40,18,8,940
"['feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_478']",0.849489796,327,39,20,6,990
"['feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_520']",0.846938776,324,42,18,8,960
"['feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_478', 'feature_520']",0.834183673,318,48,17,9,990
"['feature_60', 'feature_122', 'feature_131', 'feature_342', 'feature_478', 'feature_520']",0.844387755,323,43,18,8,970
"['feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.834183673,323,43,22,4,1090
"['feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.844387755,323,43,18,8,970
"['feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.831632653,320,46,20,6,1060
"['feature_60', 'feature_122', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.836734694,321,45,19,7,1020
"['feature_60', 'feature_122', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.836734694,322,44,20,6,1040
"['feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.844387755,326,40,21,5,1030
"['feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.849489796,327,39,20,6,990
"['feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.829081633,318,48,19,7,1050
"['feature_60', 'feature_131', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.841836735,324,42,20,6,1020
"['feature_60', 'feature_131', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.834183673,320,46,19,7,1030
"['feature_60', 'feature_206', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.831632653,320,46,20,6,1060
"['feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.854591837,329,37,20,6,970
"['feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.839285714,319,47,16,10,950
"['feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.829081633,315,51,16,10,990
"['feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.854591837,325,41,16,10,890
"['feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.834183673,317,49,16,10,970
"['feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.81377551,307,59,14,12,1010
"['feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.823979592,313,53,16,10,1010
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206']",0.864795918,332,34,19,7,910
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_248']",0.867346939,334,32,20,6,920
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_342']",0.864795918,333,33,20,6,930
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_478']",0.862244898,332,34,20,6,940
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_520']",0.869897959,335,31,20,6,910
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_248']",0.87755102,338,28,20,6,880
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_342']",0.852040816,327,39,19,7,960
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_478']",0.854591837,328,38,19,7,950
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_520']",0.862244898,332,34,20,6,940
