features,accuracy,true_negative,false_positive,false_negative,true_positive,Cost
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_248', 'feature_342']",0.864795918,332,34,19,7,910
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_248', 'feature_478']",0.867346939,333,33,19,7,900
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_248', 'feature_520']",0.849489796,326,40,19,7,970
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_342', 'feature_478']",0.857142857,327,39,17,9,900
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_342', 'feature_520']",0.864795918,332,34,19,7,910
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_478', 'feature_520']",0.875,337,29,20,6,890
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_248']",0.864795918,332,34,19,7,910
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_342']",0.859693878,330,36,19,7,930
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_478']",0.857142857,329,37,19,7,940
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_520']",0.846938776,326,40,20,6,1000
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_248', 'feature_342']",0.862244898,331,35,19,7,920
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_248', 'feature_478']",0.854591837,328,38,19,7,950
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_248', 'feature_520']",0.852040816,327,39,19,7,960
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_342', 'feature_478']",0.859693878,330,36,19,7,930
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_342', 'feature_520']",0.867346939,333,33,19,7,900
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_478', 'feature_520']",0.854591837,329,37,20,6,970
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_206', 'feature_248', 'feature_342']",0.846938776,325,41,19,7,980
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_206', 'feature_248', 'feature_478']",0.849489796,325,41,18,8,950
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_206', 'feature_248', 'feature_520']",0.839285714,322,44,19,7,1010
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_206', 'feature_342', 'feature_478']",0.834183673,321,45,20,6,1050
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_206', 'feature_342', 'feature_520']",0.854591837,326,40,17,9,910
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_206', 'feature_478', 'feature_520']",0.839285714,320,46,17,9,970
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_248', 'feature_342', 'feature_478']",0.852040816,325,41,17,9,920
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_248', 'feature_342', 'feature_520']",0.836734694,321,45,19,7,1020
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_248', 'feature_478', 'feature_520']",0.836734694,321,45,19,7,1020
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_342', 'feature_478', 'feature_520']",0.852040816,326,40,18,8,940
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_248']",0.857142857,331,35,21,5,980
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_342']",0.859693878,330,36,19,7,930
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_478']",0.859693878,330,36,19,7,930
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_520']",0.844387755,325,41,20,6,1010
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_248', 'feature_342']",0.867346939,334,32,20,6,920
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_248', 'feature_478']",0.857142857,330,36,20,6,960
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_248', 'feature_520']",0.836734694,323,43,21,5,1060
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_342', 'feature_478']",0.859693878,330,36,19,7,930
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_342', 'feature_520']",0.849489796,327,39,20,6,990
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_478', 'feature_520']",0.852040816,328,38,20,6,980
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_206', 'feature_248', 'feature_342']",0.849489796,325,41,18,8,950
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_206', 'feature_248', 'feature_478']",0.852040816,325,41,17,9,920
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_206', 'feature_248', 'feature_520']",0.846938776,325,41,19,7,980
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_206', 'feature_342', 'feature_478']",0.836734694,321,45,19,7,1020
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_206', 'feature_342', 'feature_520']",0.829081633,317,49,18,8,1030
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_206', 'feature_478', 'feature_520']",0.834183673,319,47,18,8,1010
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_248', 'feature_342', 'feature_478']",0.846938776,324,42,18,8,960
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_248', 'feature_342', 'feature_520']",0.836734694,321,45,19,7,1020
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_248', 'feature_478', 'feature_520']",0.831632653,319,47,19,7,1040
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_342', 'feature_478', 'feature_520']",0.831632653,318,48,18,8,1020
"['feature_1', 'feature_20', 'feature_34', 'feature_131', 'feature_206', 'feature_248', 'feature_342']",0.831632653,319,47,19,7,1040
"['feature_1', 'feature_20', 'feature_34', 'feature_131', 'feature_206', 'feature_248', 'feature_478']",0.829081633,320,46,21,5,1090
"['feature_1', 'feature_20', 'feature_34', 'feature_131', 'feature_206', 'feature_248', 'feature_520']",0.844387755,323,43,18,8,970
"['feature_1', 'feature_20', 'feature_34', 'feature_131', 'feature_206', 'feature_342', 'feature_478']",0.821428571,315,51,19,7,1080
"['feature_1', 'feature_20', 'feature_34', 'feature_131', 'feature_206', 'feature_342', 'feature_520']",0.836734694,321,45,19,7,1020
"['feature_1', 'feature_20', 'feature_34', 'feature_131', 'feature_206', 'feature_478', 'feature_520']",0.829081633,318,48,19,7,1050
"['feature_1', 'feature_20', 'feature_34', 'feature_131', 'feature_248', 'feature_342', 'feature_478']",0.831632653,318,48,18,8,1020
"['feature_1', 'feature_20', 'feature_34', 'feature_131', 'feature_248', 'feature_342', 'feature_520']",0.841836735,322,44,18,8,980
"['feature_1', 'feature_20', 'feature_34', 'feature_131', 'feature_248', 'feature_478', 'feature_520']",0.826530612,317,49,19,7,1060
"['feature_1', 'feature_20', 'feature_34', 'feature_131', 'feature_342', 'feature_478', 'feature_520']",0.816326531,313,53,19,7,1100
"['feature_1', 'feature_20', 'feature_34', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.836734694,319,47,17,9,980
"['feature_1', 'feature_20', 'feature_34', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.81377551,311,55,18,8,1090
"['feature_1', 'feature_20', 'feature_34', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.816326531,310,56,16,10,1040
"['feature_1', 'feature_20', 'feature_34', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.821428571,314,52,18,8,1060
"['feature_1', 'feature_20', 'feature_34', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.808673469,309,57,18,8,1110
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248']",0.846938776,327,39,21,5,1020
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_342']",0.831632653,320,46,20,6,1060
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_478']",0.846938776,326,40,20,6,1000
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_520']",0.857142857,330,36,20,6,960
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_342']",0.841836735,325,41,21,5,1040
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_478']",0.852040816,329,37,21,5,1000
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_520']",0.836734694,323,43,21,5,1060
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_342', 'feature_478']",0.841836735,324,42,20,6,1020
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_342', 'feature_520']",0.846938776,326,40,20,6,1000
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_478', 'feature_520']",0.857142857,330,36,20,6,960
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_342']",0.836734694,322,44,20,6,1040
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_478']",0.849489796,326,40,19,7,970
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_520']",0.846938776,325,41,19,7,980
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_206', 'feature_342', 'feature_478']",0.834183673,320,46,19,7,1030
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_206', 'feature_342', 'feature_520']",0.846938776,325,41,19,7,980
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_206', 'feature_478', 'feature_520']",0.849489796,325,41,18,8,950
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_248', 'feature_342', 'feature_478']",0.852040816,328,38,20,6,980
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_248', 'feature_342', 'feature_520']",0.823979592,317,49,20,6,1090
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_248', 'feature_478', 'feature_520']",0.836734694,322,44,20,6,1040
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_342', 'feature_478', 'feature_520']",0.852040816,327,39,19,7,960
"['feature_1', 'feature_20', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_342']",0.846938776,327,39,21,5,1020
"['feature_1', 'feature_20', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_478']",0.841836735,323,43,19,7,1000
"['feature_1', 'feature_20', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_520']",0.836734694,323,43,21,5,1060
"['feature_1', 'feature_20', 'feature_60', 'feature_131', 'feature_206', 'feature_342', 'feature_478']",0.834183673,321,45,20,6,1050
"['feature_1', 'feature_20', 'feature_60', 'feature_131', 'feature_206', 'feature_342', 'feature_520']",0.849489796,325,41,18,8,950
"['feature_1', 'feature_20', 'feature_60', 'feature_131', 'feature_206', 'feature_478', 'feature_520']",0.852040816,327,39,19,7,960
"['feature_1', 'feature_20', 'feature_60', 'feature_131', 'feature_248', 'feature_342', 'feature_478']",0.841836735,324,42,20,6,1020
"['feature_1', 'feature_20', 'feature_60', 'feature_131', 'feature_248', 'feature_342', 'feature_520']",0.821428571,316,50,20,6,1100
"['feature_1', 'feature_20', 'feature_60', 'feature_131', 'feature_248', 'feature_478', 'feature_520']",0.841836735,324,42,20,6,1020
"['feature_1', 'feature_20', 'feature_60', 'feature_131', 'feature_342', 'feature_478', 'feature_520']",0.841836735,324,42,20,6,1020
"['feature_1', 'feature_20', 'feature_60', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.818877551,315,51,20,6,1110
"['feature_1', 'feature_20', 'feature_60', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.818877551,313,53,18,8,1070
"['feature_1', 'feature_20', 'feature_60', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.818877551,313,53,18,8,1070
"['feature_1', 'feature_20', 'feature_60', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.831632653,319,47,19,7,1040
"['feature_1', 'feature_20', 'feature_60', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.821428571,313,53,17,9,1040
"['feature_1', 'feature_20', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_342']",0.841836735,324,42,20,6,1020
"['feature_1', 'feature_20', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_478']",0.831632653,320,46,20,6,1060
"['feature_1', 'feature_20', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_520']",0.834183673,322,44,21,5,1070
"['feature_1', 'feature_20', 'feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_478']",0.831632653,320,46,20,6,1060
"['feature_1', 'feature_20', 'feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_520']",0.829081633,319,47,20,6,1070
"['feature_1', 'feature_20', 'feature_122', 'feature_131', 'feature_206', 'feature_478', 'feature_520']",0.834183673,321,45,20,6,1050
"['feature_1', 'feature_20', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_478']",0.831632653,320,46,20,6,1060
"['feature_1', 'feature_20', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_520']",0.829081633,320,46,21,5,1090
"['feature_1', 'feature_20', 'feature_122', 'feature_131', 'feature_248', 'feature_478', 'feature_520']",0.823979592,318,48,21,5,1110
"['feature_1', 'feature_20', 'feature_122', 'feature_131', 'feature_342', 'feature_478', 'feature_520']",0.818877551,316,50,21,5,1130
"['feature_1', 'feature_20', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.81377551,312,54,19,7,1110
"['feature_1', 'feature_20', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.81122449,311,55,19,7,1120
"['feature_1', 'feature_20', 'feature_122', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.823979592,316,50,19,7,1070
"['feature_1', 'feature_20', 'feature_122', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.821428571,314,52,18,8,1060
"['feature_1', 'feature_20', 'feature_122', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.816326531,313,53,19,7,1100
"['feature_1', 'feature_20', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.798469388,307,59,20,6,1190
"['feature_1', 'feature_20', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.795918367,306,60,20,6,1200
"['feature_1', 'feature_20', 'feature_131', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.798469388,308,58,21,5,1210
"['feature_1', 'feature_20', 'feature_131', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.801020408,308,58,20,6,1180
"['feature_1', 'feature_20', 'feature_131', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.801020408,307,59,19,7,1160
"['feature_1', 'feature_20', 'feature_206', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.744897959,287,79,21,5,1420
"['feature_1', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248']",0.852040816,326,40,18,8,940
"['feature_1', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_342']",0.859693878,329,37,18,8,910
"['feature_1', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_478']",0.854591837,325,41,16,10,890
"['feature_1', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_520']",0.864795918,331,35,18,8,890
"['feature_1', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_342']",0.87244898,334,32,18,8,860
"['feature_1', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_478']",0.862244898,330,36,18,8,900
"['feature_1', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_520']",0.859693878,326,40,15,11,850
"['feature_1', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_342', 'feature_478']",0.862244898,330,36,18,8,900
"['feature_1', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_342', 'feature_520']",0.862244898,331,35,19,7,920
